// #############################################################################
// # SSeMU MU Online Emulator
// # https://www.ssemu.com.ar
// # https://www.facebook.com/ssemuemulator
// # https://www.youtube.com/@ssemu
// # ---------------------------------------------------------------------------
// # © 2023 SetecSoft Development
// # This file is part of the SSeMU MuOnline Server files.
// #############################################################################

0
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
   232            0             10          9           1
end

4
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
   126            30            13          45          5
   129            30            13          78          5
   127            30            15          46          5
   129            30            14          83          5
   129            30            14          78          5
   127            30            15          63          5
   128            30            13          69          5
   125            30            14          34          5
   127            30            15          53          5
   126            30            13          23          5
   126            30            15          43          5
   125            30            14          38          5
   127            30            13          65          5
   129            30            15          78          5
   127            30            13          67          5
   128            30            14          61          5
   129            30            16          80          5
   127            30            15          59          5
   127            30            13          59          5
   127            30            15          55          5
   126            30            15          39          5
   125            30            13          35          5
   127            30            13          62          5
   128            30            13          55          5
   126            30            15          37          5
   125            30            13          28          5
   126            30            13          29          5
   126            30            15          28          5
   126            30            13          25          5
   126            30            13          21          5
   126            30            14          22          5
   126            30            15          21          5
   126            30            13          31          5
   126            30            15          30          5
   126            30            15          33          5
   128            30            14          58          5
   125            30            15          35          5
   125            30            14          33          5
   125            30            15          41          5
   125            30            14          42          5
   126            30            14          21          5
   125            30            15          25          5
   125            30            15          23          5
   125            30            13          26          5
   127            30            13          41          5
   127            30            15          69          5
   125            30            13          37          5
   126            30            13          43          5
   127            30            13          50          5
   127            30            15          48          5
   127            30            13          46          5
   129            30            15          62          5
   128            30            14          52          5
   128            30            15          50          5
   128            30            15          66          5
   129            30            17          83          5
   129            30            14          90          5
   129            30            11          83          5
   129            30            15          94          5
   125            30            14          40          5
   125            30            13          39          5
   129            30            20          82          5
   129            30            20          88          5
   125            30            14          27          5
   125            30            14          24          5
   125            30            14          32          5
   127            30            14          44          5
   127            30            15          51          5
   127            30            14          49          5
   128            30            14          56          5
   127            30            15          57          5
   127            30            14          64          5
   127            30            14          67          5
   128            30            14          70          5
   127            30            13          53          5
   125            30            15          45          5
   129            30            14          54          5
   129            30            14          36          5
   129            30            15          68          5
   128            30            13          48          5
   129            30            14          47          5
   128            30            13          63          5
   127            30            15          65          5
   127            30            15          60          5
   127            30            13          57          5
   125            30            15          31          5
   126            30            15          26          5
   130            30            16          87          5
   130            30            12          81          5
   130            30            13          88          5
   130            30            13          85          5
   130            30            19          85          5
   130            30            13          93          5
   130            30            14          80          5
   130            30            18          81          5
end
