// #############################################################################
// # SSeMU MU Online Emulator
// # https://www.ssemu.com.ar
// # https://www.facebook.com/ssemuemulator
// # https://www.youtube.com/@ssemu
// # ---------------------------------------------------------------------------
// # © 2023 SetecSoft Development
// # This file is part of the SSeMU MuOnline Server files.
// #############################################################################

0
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
   232            0             10          9           1
end

4
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
   120            30            13          45          4
   123            30            13          78          4
   121            30            15          46          4
   123            30            14          83          4
   123            30            14          78          4
   121            30            15          63          4
   122            30            13          69          4
   119            30            14          34          4
   121            30            15          53          4
   120            30            13          23          4
   120            30            15          43          4
   119            30            14          38          4
   121            30            13          65          4
   123            30            15          78          4
   121            30            13          67          4
   122            30            14          61          4
   123            30            16          80          4
   121            30            15          59          4
   121            30            13          59          4
   121            30            15          55          4
   120            30            15          39          4
   119            30            13          35          4
   121            30            13          62          4
   122            30            13          55          4
   120            30            15          37          4
   119            30            13          28          4
   120            30            13          29          4
   120            30            15          28          4
   120            30            13          25          4
   120            30            13          21          4
   120            30            14          22          4
   120            30            15          21          4
   120            30            13          31          4
   120            30            15          30          4
   120            30            15          33          4
   122            30            14          58          4
   119            30            15          35          4
   119            30            14          33          4
   119            30            15          41          4
   119            30            14          42          4
   120            30            14          21          4
   119            30            15          25          4
   119            30            15          23          4
   119            30            13          26          4
   121            30            13          41          4
   121            30            15          69          4
   119            30            13          37          4
   120            30            13          43          4
   121            30            13          50          4
   121            30            15          48          4
   121            30            13          46          4
   123            30            15          62          4
   122            30            14          52          4
   122            30            15          50          4
   122            30            15          66          4
   123            30            17          83          4
   123            30            14          90          4
   123            30            11          83          4
   123            30            15          94          4
   119            30            14          40          4
   119            30            13          39          4
   123            30            20          82          4
   123            30            20          88          4
   119            30            14          27          4
   119            30            14          24          4
   119            30            14          32          4
   121            30            14          44          4
   121            30            15          51          4
   121            30            14          49          4
   122            30            14          56          4
   121            30            15          57          4
   121            30            14          64          4
   121            30            14          67          4
   122            30            14          70          4
   121            30            13          53          4
   119            30            15          45          4
   123            30            14          54          4
   123            30            14          36          4
   123            30            15          68          4
   122            30            13          48          4
   123            30            14          47          4
   122            30            13          63          4
   121            30            15          65          4
   121            30            15          60          4
   121            30            13          57          4
   119            30            15          31          4
   120            30            15          26          4
   124            30            16          87          4
   124            30            12          81          4
   124            30            13          88          4
   124            30            13          85          4
   124            30            19          85          4
   124            30            13          93          4
   124            30            14          80          4
   124            30            18          81          4
end
