// #############################################################################
// # SSeMU MU Online Emulator
// # https://www.ssemu.com.ar
// # https://www.facebook.com/ssemuemulator
// # https://www.youtube.com/@ssemu
// # ---------------------------------------------------------------------------
// # © 2023 SetecSoft Development
// # This file is part of the SSeMU MuOnline Server files.
// #############################################################################

0
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
   232            0             10          9           1
end

4
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
   91             30            13          45          1
   94             30            13          78          1
   92             30            15          46          1
   94             30            14          83          1
   94             30            14          78          1
   92             30            15          63          1
   93             30            13          69          1
   90             30            14          34          1
   92             30            15          53          1
   91             30            13          23          1
   91             30            15          43          1
   90             30            14          38          1
   92             30            13          65          1
   94             30            15          78          1
   92             30            13          67          1
   93             30            14          61          1
   94             30            16          80          1
   92             30            15          59          1
   92             30            13          59          1
   92             30            15          55          1
   91             30            15          39          1
   90             30            13          35          1
   92             30            13          62          1
   93             30            13          55          1
   91             30            15          37          1
   90             30            13          28          1
   91             30            13          29          1
   91             30            15          28          1
   91             30            13          25          1
   91             30            13          21          1
   91             30            14          22          1
   91             30            15          21          1
   91             30            13          31          1
   91             30            15          30          1
   91             30            15          33          1
   93             30            14          58          1
   90             30            15          35          1
   90             30            14          33          1
   90             30            15          41          1
   90             30            14          42          1
   91             30            14          21          1
   90             30            15          25          1
   90             30            15          23          1
   90             30            13          26          1
   92             30            13          41          1
   92             30            15          69          1
   90             30            13          37          1
   91             30            13          43          1
   92             30            13          50          1
   92             30            15          48          1
   92             30            13          46          1
   94             30            15          62          1
   93             30            14          52          1
   93             30            15          50          1
   93             30            15          66          1
   94             30            17          83          1
   94             30            14          90          1
   94             30            11          83          1
   94             30            15          94          1
   90             30            14          40          1
   90             30            13          39          1
   94             30            20          82          1
   94             30            20          88          1
   90             30            14          27          1
   90             30            14          24          1
   90             30            14          32          1
   92             30            14          44          1
   92             30            15          51          1
   92             30            14          49          1
   93             30            14          56          1
   92             30            15          57          1
   92             30            14          64          1
   92             30            14          67          1
   93             30            14          70          1
   92             30            13          53          1
   90             30            15          45          1
   94             30            14          54          1
   94             30            14          36          1
   94             30            15          68          1
   93             30            13          48          1
   94             30            14          47          1
   93             30            13          63          1
   92             30            15          65          1
   92             30            15          60          1
   92             30            13          57          1
   90             30            15          31          1
   91             30            15          26          1
   95             30            16          87          1
   95             30            12          81          1
   95             30            13          88          1
   95             30            13          85          1
   95             30            19          85          1
   95             30            13          93          1
   95             30            14          80          1
   95             30            18          81          1
end
